93,211
100,210
108,209
115,208
122,207
129,205
136,205
143,204
150,203
157,202
164,202
171,202
178,202
185,201
194,202
203,174
206,156
207,142
207,128
205,111
200,94
193,80
185,68
174,58
164,51
152,46
141,45
132,46
123,49
114,52
106,58
98,65
91,73
86,80
81,87
78,95
75,104
73,115
72,125
72,135
72,146
73,154
76,165
81,192
82,198
88,202
