47,193
47,90
62,89
72,74
81,69
91,67
101,65
112,63
122,62
132,62
141,61
150,61
158,62
166,62
173,64
181,64
188,67
195,68
203,70
210,72
217,75
224,77
230,79
236,82
236,192
228,201
220,199
212,197
206,196
199,194
192,193
184,192
176,191
168,190
160,190
153,189
147,189
140,189
134,189
128,190
121,190
114,190
107,191
100,191
93,192
86,193
80,194
74,195
68,196
62,198
55,200
