122,65
126,70
158,71
165,64
171,67
176,70
181,73
185,77
188,82
191,87
194,92
196,97
197,102
198,107
198,112
198,117
198,122
197,126
197,131
194,135
193,140
190,144
187,149
184,153
180,157
176,161
171,164
165,167
159,169
153,170
147,170
141,171
135,170
129,168
123,166
117,165
112,161
108,157
103,153
99,148
95,142
92,137
90,132
89,126
89,120
89,113
89,107
90,101
92,95
95,89
98,84
101,79
105,74
110,70
116,67
